     <bin>     <x>       <Pt>      <z>        <Q2>     <y>     <Yield>   <Astat>
     1042     0.000     0.000     0.000     0.000     0.000        0     0.000
     1043     0.000     0.000     0.000     0.000     0.000        0     0.000
     1044     0.000     0.000     0.000     0.000     0.000        0     0.000
     1045     0.000     0.000     0.000     0.000     0.000        0     0.000
     1046     0.000     0.000     0.000     0.000     0.000        0     0.000
     1047     0.000     0.000     0.000     0.000     0.000        0     0.000
     1048     0.000     0.000     0.000     0.000     0.000        0     0.000
     1049     0.000     0.000     0.000     0.000     0.000        0     0.000
     1050     0.000     0.000     0.000     0.000     0.000        0     0.000
     1051     0.000     0.000     0.000     0.000     0.000        0     0.000
     1052     0.000     0.000     0.000     0.000     0.000        0     0.000
     1053     0.000     0.000     0.000     0.000     0.000        0     0.000
     1054     0.000     0.000     0.000     0.000     0.000        0     0.000
     1055     0.000     0.000     0.000     0.000     0.000        0     0.000
     1056     0.000     0.000     0.000     0.000     0.000        0     0.000
     1057     0.000     0.000     0.000     0.000     0.000        0     0.000
     1058     0.000     0.000     0.000     0.000     0.000        0     0.000
     1059     0.000     0.000     0.000     0.000     0.000        0     0.000
     1060     0.000     0.000     0.000     0.000     0.000        0     0.000
     1061     0.000     0.000     0.000     0.000     0.000        0     0.000
     1062     0.000     0.000     0.000     0.000     0.000        0     0.000
     1063     0.000     0.000     0.000     0.000     0.000        0     0.000
     1064     0.000     0.000     0.000     0.000     0.000        0     0.000
     1065     0.000     0.000     0.000     0.000     0.000        0     0.000
     1066     0.000     0.000     0.000     0.000     0.000        0     0.000
     1067     0.000     0.000     0.000     0.000     0.000        0     0.000
     1068     0.000     0.000     0.000     0.000     0.000        0     0.000
     1069     0.000     0.000     0.000     0.000     0.000        0     0.000
     1070     0.000     0.000     0.000     0.000     0.000        0     0.000
     1071     0.000     0.000     0.000     0.000     0.000        0     0.000
     1072     0.000     0.000     0.000     0.000     0.000        0     0.000
     1073     0.000     0.000     0.000     0.000     0.000        0     0.000
     1074     0.000     0.000     0.000     0.000     0.000        0     0.000
     1075     0.000     0.000     0.000     0.000     0.000        0     0.000
     1076     0.000     0.000     0.000     0.000     0.000        0     0.000
     1077     0.000     0.000     0.000     0.000     0.000        0     0.000
     1078     0.000     0.000     0.000     0.000     0.000        0     0.000
     1079     0.000     0.000     0.000     0.000     0.000        0     0.000
     1080     0.000     0.000     0.000     0.000     0.000        0     0.000
     1081     0.000     0.000     0.000     0.000     0.000        0     0.000
     1082     0.000     0.000     0.000     0.000     0.000        0     0.000
     1083     0.000     0.000     0.000     0.000     0.000        0     0.000
     1084     0.000     0.000     0.000     0.000     0.000        0     0.000
     1085     0.000     0.000     0.000     0.000     0.000        0     0.000
     1086     0.000     0.000     0.000     0.000     0.000        0     0.000
     1087     0.000     0.000     0.000     0.000     0.000        0     0.000
     1088     0.000     0.000     0.000     0.000     0.000        0     0.000
     1089     0.000     0.000     0.000     0.000     0.000        0     0.000
     1090     0.000     0.000     0.000     0.000     0.000        0     0.000
     1091     0.000     0.000     0.000     0.000     0.000        0     0.000
     1092     0.000     0.000     0.000     0.000     0.000        0     0.000
     1093     0.000     0.000     0.000     0.000     0.000        0     0.000
     1094     0.000     0.000     0.000     0.000     0.000        0     0.000
     1095     0.000     0.000     0.000     0.000     0.000        0     0.000
     1096     0.000     0.000     0.000     0.000     0.000        0     0.000
     1097     0.000     0.000     0.000     0.000     0.000        0     0.000
     1098     0.000     0.000     0.000     0.000     0.000        0     0.000
     1099     0.000     0.000     0.000     0.000     0.000        0     0.000
     1100     0.101     0.118     0.240     1.238     0.598    48118     0.014
     1101     0.090     0.235     0.243     1.231     0.675   324328     0.005
     1102     0.084     0.372     0.246     1.227     0.715   407975     0.005
     1103     0.083     0.507     0.259     1.233     0.734   188015     0.007
     1104     0.080     0.645     0.277     1.244     0.760    27985     0.018
     1105     0.076     0.769     0.293     1.262     0.810      635     0.118
     1106     0.000     0.000     0.000     0.000     0.000        0     0.000
     1107     0.000     0.000     0.000     0.000     0.000        0     0.000
     1108     0.000     0.000     0.000     0.000     0.000        0     0.000
     1109     0.000     0.000     0.000     0.000     0.000        0     0.000
     1110     0.141     0.098     0.246     1.395     0.484    41026     0.015
     1111     0.137     0.219     0.249     1.397     0.497    52959     0.013
     1112     0.138     0.369     0.248     1.396     0.494    41046     0.015
     1113     0.135     0.498     0.270     1.402     0.506    10939     0.029
     1114     0.128     0.620     0.289     1.424     0.541      273     0.180
     1115     0.000     0.000     0.000     0.000     0.000        0     0.000
     1116     0.000     0.000     0.000     0.000     0.000        0     0.000
     1117     0.000     0.000     0.000     0.000     0.000        0     0.000
     1118     0.000     0.000     0.000     0.000     0.000        0     0.000
     1119     0.000     0.000     0.000     0.000     0.000        0     0.000
     1120     0.186     0.085     0.249     1.480     0.386     1323     0.082
     1121     0.187     0.222     0.245     1.481     0.385     1243     0.085
     1122     0.186     0.364     0.250     1.481     0.385      999     0.094
     1123     0.186     0.484     0.278     1.480     0.385      153     0.241
     1124     0.000     0.000     0.000     0.000     0.000        0     0.000
     1125     0.000     0.000     0.000     0.000     0.000        0     0.000
     1126     0.000     0.000     0.000     0.000     0.000        0     0.000
     1127     0.000     0.000     0.000     0.000     0.000        0     0.000
     1128     0.000     0.000     0.000     0.000     0.000        0     0.000
     1129     0.000     0.000     0.000     0.000     0.000        0     0.000
     1130     0.000     0.000     0.000     0.000     0.000        0     0.000
     1131     0.000     0.000     0.000     0.000     0.000        0     0.000
     1132     0.000     0.000     0.000     0.000     0.000        0     0.000
     1133     0.000     0.000     0.000     0.000     0.000        0     0.000
     1134     0.000     0.000     0.000     0.000     0.000        0     0.000
     1135     0.000     0.000     0.000     0.000     0.000        0     0.000
     1136     0.000     0.000     0.000     0.000     0.000        0     0.000
     1137     0.000     0.000     0.000     0.000     0.000        0     0.000
     1138     0.000     0.000     0.000     0.000     0.000        0     0.000
     1139     0.000     0.000     0.000     0.000     0.000        0     0.000
     1140     0.000     0.000     0.000     0.000     0.000        0     0.000
     1141     0.000     0.000     0.000     0.000     0.000        0     0.000
     1142     0.000     0.000     0.000     0.000     0.000        0     0.000
     1143     0.000     0.000     0.000     0.000     0.000        0     0.000
     1144     0.000     0.000     0.000     0.000     0.000        0     0.000
     1145     0.000     0.000     0.000     0.000     0.000        0     0.000
     1146     0.000     0.000     0.000     0.000     0.000        0     0.000
     1147     0.000     0.000     0.000     0.000     0.000        0     0.000
     1148     0.000     0.000     0.000     0.000     0.000        0     0.000
     1149     0.000     0.000     0.000     0.000     0.000        0     0.000
     1150     0.000     0.000     0.000     0.000     0.000        0     0.000
     1151     0.000     0.000     0.000     0.000     0.000        0     0.000
     1152     0.000     0.000     0.000     0.000     0.000        0     0.000
     1153     0.000     0.000     0.000     0.000     0.000        0     0.000
     1154     0.000     0.000     0.000     0.000     0.000        0     0.000
     1155     0.000     0.000     0.000     0.000     0.000        0     0.000
     1156     0.000     0.000     0.000     0.000     0.000        0     0.000
     1157     0.000     0.000     0.000     0.000     0.000        0     0.000
     1158     0.000     0.000     0.000     0.000     0.000        0     0.000
     1159     0.000     0.000     0.000     0.000     0.000        0     0.000
     1160     0.000     0.000     0.000     0.000     0.000        0     0.000
     1161     0.000     0.000     0.000     0.000     0.000        0     0.000
     1162     0.000     0.000     0.000     0.000     0.000        0     0.000
     1163     0.000     0.000     0.000     0.000     0.000        0     0.000
     1164     0.000     0.000     0.000     0.000     0.000        0     0.000
     1165     0.000     0.000     0.000     0.000     0.000        0     0.000
     1166     0.000     0.000     0.000     0.000     0.000        0     0.000
     1167     0.000     0.000     0.000     0.000     0.000        0     0.000
     1168     0.000     0.000     0.000     0.000     0.000        0     0.000
     1169     0.000     0.000     0.000     0.000     0.000        0     0.000
     1170     0.000     0.000     0.000     0.000     0.000        0     0.000
     1171     0.000     0.000     0.000     0.000     0.000        0     0.000
     1172     0.000     0.000     0.000     0.000     0.000        0     0.000
     1173     0.000     0.000     0.000     0.000     0.000        0     0.000
     1174     0.000     0.000     0.000     0.000     0.000        0     0.000
     1175     0.000     0.000     0.000     0.000     0.000        0     0.000
     1176     0.000     0.000     0.000     0.000     0.000        0     0.000
     1177     0.000     0.000     0.000     0.000     0.000        0     0.000
     1178     0.000     0.000     0.000     0.000     0.000        0     0.000
     1179     0.000     0.000     0.000     0.000     0.000        0     0.000
     1180     0.000     0.000     0.000     0.000     0.000        0     0.000
     1181     0.000     0.000     0.000     0.000     0.000        0     0.000
     1182     0.000     0.000     0.000     0.000     0.000        0     0.000
     1183     0.000     0.000     0.000     0.000     0.000        0     0.000
     1184     0.000     0.000     0.000     0.000     0.000        0     0.000
     1185     0.000     0.000     0.000     0.000     0.000        0     0.000
     1186     0.000     0.000     0.000     0.000     0.000        0     0.000
     1187     0.000     0.000     0.000     0.000     0.000        0     0.000
     1188     0.000     0.000     0.000     0.000     0.000        0     0.000
     1189     0.000     0.000     0.000     0.000     0.000        0     0.000
     1190     0.000     0.000     0.000     0.000     0.000        0     0.000
     1191     0.000     0.000     0.000     0.000     0.000        0     0.000
     1192     0.000     0.000     0.000     0.000     0.000        0     0.000
     1193     0.000     0.000     0.000     0.000     0.000        0     0.000
     1194     0.000     0.000     0.000     0.000     0.000        0     0.000
     1195     0.000     0.000     0.000     0.000     0.000        0     0.000
     1196     0.000     0.000     0.000     0.000     0.000        0     0.000
     1197     0.000     0.000     0.000     0.000     0.000        0     0.000
     1198     0.000     0.000     0.000     0.000     0.000        0     0.000
     1199     0.000     0.000     0.000     0.000     0.000        0     0.000
     1200     0.106     0.119     0.343     1.241     0.571    16600     0.023
     1201     0.095     0.240     0.344     1.235     0.634   149085     0.008
     1202     0.088     0.376     0.346     1.230     0.689   247772     0.006
     1203     0.084     0.521     0.347     1.226     0.715   211182     0.006
     1204     0.083     0.663     0.353     1.230     0.729   112771     0.009
     1205     0.081     0.805     0.363     1.239     0.749    30885     0.017
     1206     0.078     0.942     0.380     1.254     0.784     3612     0.050
     1207     0.075     1.064     0.395     1.281     0.824       46     0.440
     1208     0.000     0.000     0.000     0.000     0.000        0     0.000
     1209     0.000     0.000     0.000     0.000     0.000        0     0.000
     1210     0.143     0.102     0.347     1.396     0.478    26787     0.018
     1211     0.137     0.220     0.350     1.395     0.495    50546     0.013
     1212     0.138     0.372     0.348     1.397     0.496    29253     0.017
     1213     0.138     0.518     0.348     1.396     0.494    21156     0.020
     1214     0.136     0.655     0.360     1.400     0.501     7760     0.034
     1215     0.132     0.784     0.381     1.413     0.521      636     0.118
     1216     0.000     0.000     0.000     0.000     0.000        0     0.000
     1217     0.000     0.000     0.000     0.000     0.000        0     0.000
     1218     0.000     0.000     0.000     0.000     0.000        0     0.000
     1219     0.000     0.000     0.000     0.000     0.000        0     0.000
     1220     0.186     0.096     0.349     1.480     0.385     1084     0.091
     1221     0.186     0.215     0.351     1.480     0.385     1144     0.088
     1222     0.186     0.378     0.346     1.480     0.385      755     0.108
     1223     0.187     0.515     0.350     1.480     0.385      596     0.122
     1224     0.187     0.646     0.371     1.482     0.384      143     0.249
     1225     0.000     0.000     0.000     0.000     0.000        0     0.000
     1226     0.000     0.000     0.000     0.000     0.000        0     0.000
     1227     0.000     0.000     0.000     0.000     0.000        0     0.000
     1228     0.000     0.000     0.000     0.000     0.000        0     0.000
     1229     0.000     0.000     0.000     0.000     0.000        0     0.000
     1230     0.000     0.000     0.000     0.000     0.000        0     0.000
     1231     0.000     0.000     0.000     0.000     0.000        0     0.000
     1232     0.000     0.000     0.000     0.000     0.000        0     0.000
     1233     0.000     0.000     0.000     0.000     0.000        0     0.000
     1234     0.000     0.000     0.000     0.000     0.000        0     0.000
     1235     0.000     0.000     0.000     0.000     0.000        0     0.000
     1236     0.000     0.000     0.000     0.000     0.000        0     0.000
     1237     0.000     0.000     0.000     0.000     0.000        0     0.000
     1238     0.000     0.000     0.000     0.000     0.000        0     0.000
     1239     0.000     0.000     0.000     0.000     0.000        0     0.000
     1240     0.000     0.000     0.000     0.000     0.000        0     0.000
     1241     0.000     0.000     0.000     0.000     0.000        0     0.000
     1242     0.000     0.000     0.000     0.000     0.000        0     0.000
     1243     0.000     0.000     0.000     0.000     0.000        0     0.000
     1244     0.000     0.000     0.000     0.000     0.000        0     0.000
     1245     0.000     0.000     0.000     0.000     0.000        0     0.000
     1246     0.000     0.000     0.000     0.000     0.000        0     0.000
     1247     0.000     0.000     0.000     0.000     0.000        0     0.000
     1248     0.000     0.000     0.000     0.000     0.000        0     0.000
     1249     0.000     0.000     0.000     0.000     0.000        0     0.000
     1250     0.000     0.000     0.000     0.000     0.000        0     0.000
     1251     0.000     0.000     0.000     0.000     0.000        0     0.000
     1252     0.000     0.000     0.000     0.000     0.000        0     0.000
     1253     0.000     0.000     0.000     0.000     0.000        0     0.000
     1254     0.000     0.000     0.000     0.000     0.000        0     0.000
     1255     0.000     0.000     0.000     0.000     0.000        0     0.000
     1256     0.000     0.000     0.000     0.000     0.000        0     0.000
     1257     0.000     0.000     0.000     0.000     0.000        0     0.000
     1258     0.000     0.000     0.000     0.000     0.000        0     0.000
     1259     0.000     0.000     0.000     0.000     0.000        0     0.000
     1260     0.000     0.000     0.000     0.000     0.000        0     0.000
     1261     0.000     0.000     0.000     0.000     0.000        0     0.000
     1262     0.000     0.000     0.000     0.000     0.000        0     0.000
     1263     0.000     0.000     0.000     0.000     0.000        0     0.000
     1264     0.000     0.000     0.000     0.000     0.000        0     0.000
     1265     0.000     0.000     0.000     0.000     0.000        0     0.000
     1266     0.000     0.000     0.000     0.000     0.000        0     0.000
     1267     0.000     0.000     0.000     0.000     0.000        0     0.000
