     <bin>     <x>       <Pt>      <z>        <Q2>     <y>     <Yield>   <Astat>
     1167     0.000     0.000     0.000     0.000     0.000        0     0.000
     1168     0.000     0.000     0.000     0.000     0.000        0     0.000
     1169     0.000     0.000     0.000     0.000     0.000        0     0.000
     1170     0.000     0.000     0.000     0.000     0.000        0     0.000
     1171     0.000     0.000     0.000     0.000     0.000        0     0.000
     1172     0.000     0.000     0.000     0.000     0.000        0     0.000
     1173     0.000     0.000     0.000     0.000     0.000        0     0.000
     1174     0.000     0.000     0.000     0.000     0.000        0     0.000
     1175     0.000     0.000     0.000     0.000     0.000        0     0.000
     1176     0.000     0.000     0.000     0.000     0.000        0     0.000
     1177     0.000     0.000     0.000     0.000     0.000        0     0.000
     1178     0.000     0.000     0.000     0.000     0.000        0     0.000
     1179     0.000     0.000     0.000     0.000     0.000        0     0.000
     1180     0.000     0.000     0.000     0.000     0.000        0     0.000
     1181     0.000     0.000     0.000     0.000     0.000        0     0.000
     1182     0.000     0.000     0.000     0.000     0.000        0     0.000
     1183     0.000     0.000     0.000     0.000     0.000        0     0.000
     1184     0.000     0.000     0.000     0.000     0.000        0     0.000
     1185     0.000     0.000     0.000     0.000     0.000        0     0.000
     1186     0.000     0.000     0.000     0.000     0.000        0     0.000
     1187     0.000     0.000     0.000     0.000     0.000        0     0.000
     1188     0.000     0.000     0.000     0.000     0.000        0     0.000
     1189     0.000     0.000     0.000     0.000     0.000        0     0.000
     1190     0.000     0.000     0.000     0.000     0.000        0     0.000
     1191     0.000     0.000     0.000     0.000     0.000        0     0.000
     1192     0.000     0.000     0.000     0.000     0.000        0     0.000
     1193     0.000     0.000     0.000     0.000     0.000        0     0.000
     1194     0.000     0.000     0.000     0.000     0.000        0     0.000
     1195     0.000     0.000     0.000     0.000     0.000        0     0.000
     1196     0.000     0.000     0.000     0.000     0.000        0     0.000
     1197     0.000     0.000     0.000     0.000     0.000        0     0.000
     1198     0.000     0.000     0.000     0.000     0.000        0     0.000
     1199     0.000     0.000     0.000     0.000     0.000        0     0.000
     1200     0.112     0.135     0.356     1.155     0.502     1139     0.088
